HN,คำนำหน้า,ชื่อ,สกุล,เลขบัตรประชาชน,วันเดือนปีเกิด,อายุ,ระดับการศึกษา,เพศ,บ้านเลขที่,หมู่,ตำบล,อำเภอ,จังหวัด,ที่อยู่รวม,ชื่อผู้ดูแล,เบอร์โทรศัพท์,มีโรคประจำตัว,รายละเอียดโรคประจำตัว,คะแนน MMSE,ผล MMSE,คะแนน TGDS,ผล TGDS,คะแนน 8Q,ระดับความเสี่ยงฆ่าตัวตาย,ผลการได้ยินหูซ้าย,รายละเอียดหูซ้าย,ผลการได้ยินหูขวา,รายละเอียดหูขวา,การมองเห็นตาขวา (Snellen),การมองเห็นตาซ้าย (Snellen),ภาวะกลั้นปัสสาวะ,ปัญหาการนอน,วันที่ประเมิน
HN000800,นาง,ชยาธิป,ปัญญาธรรม,4075338657616.00,1940-05-13,85,ประถมศึกษา,ชาย,297,2,ต.สำราญ,อ.เมืองขอนแก่น,จ.ขอนแก่น,บ้านเลขที่ 297 หมู่ 2 ต.สำราญ อ.เมืองขอนแก่น จ.ขอนแก่น,จิตรา แสงทอง,635290950,มี,โรคหัวใจ,18,สงสัยผิดปกติ,10,เสี่ยงซึมเศร้า,4,ต่ำ,ผิดปกติ,หูตึงเล็กน้อย,ปกติ,,6/12,6/18,ไม่มี,ไม่มี,2025-05-14
HN000801,นาง,สิริพร,ตั้งใจดี,3371100641704.00,1963-11-15,62,ประถมศึกษา,หญิง,83,7,ต.รังสิต,อ.ธัญบุรี,จ.ปทุมธานี,บ้านเลขที่ 83 หมู่ 7 ต.รังสิต อ.ธัญบุรี จ.ปทุมธานี,อาทิตย์ วงศ์ไทย,922961811,มี,โรคหัวใจ,26,ปกติ,7,เสี่ยงซึมเศร้า,3,ต่ำ,ปกติ,,ปกติ,,6/6,6/12,ไม่มี,ส่งต่อแพทย์,2025-06-16
HN000802,นางสาว,ธิดารัตน์,เสริมสุข,1862915839309.00,1934-09-22,91,สูงกว่าประถมศึกษา,หญิง,48,10,ต.ช้างเผือก,อ.เมืองเชียงใหม่,จ.เชียงใหม่,บ้านเลขที่ 48 หมู่ 10 ต.ช้างเผือก อ.เมืองเชียงใหม่ จ.เชียงใหม่,ไม่มีผู้ดูแล,826663773,ไม่มี,ไม่มี,19,สงสัยผิดปกติ,12,เสี่ยงซึมเศร้า,9,ปานกลาง,ปกติ,,ผิดปกติ,หูตึงปานกลาง,6/24,6/18,ไม่มี,ส่งต่อแพทย์,2025-08-22
HN000803,นางสาว,วรพล,ตั้งใจดี,8242377297230.00,1939-10-15,86,ประถมศึกษา,ชาย,87,15,ต.ท่าวังทอง,อ.เมืองพะเยา,จ.พะเยา,บ้านเลขที่ 87 หมู่ 15 ต.ท่าวังทอง อ.เมืองพะเยา จ.พะเยา,วิชัย วัฒนกิจ,639284205,ไม่มี,ไม่มี,19,สงสัยผิดปกติ,4,ปกติ,2,ต่ำ,ผิดปกติ,หูตึงเล็กน้อย,ปกติ,,6/24,6/24,มี,ไม่มี,2025-10-12
HN000804,นาง,ปรียา,มงคลชัย,9383490455272.00,1947-09-21,78,ประถมศึกษา,ชาย,2,4,ต.สุเทพ,อ.เมืองเชียงใหม่,จ.เชียงใหม่,บ้านเลขที่ 2 หมู่ 4 ต.สุเทพ อ.เมืองเชียงใหม่ จ.เชียงใหม่,นงนุช ปัญญา,905931528,ไม่มี,ไม่มี,23,สงสัยผิดปกติ,8,เสี่ยงซึมเศร้า,2,ต่ำ,ผิดปกติ,ติดเชื้อในหู,ผิดปกติ,หูตึงเล็กน้อย,6/18,6/12,มี,ไม่มี,2025-06-26
HN000805,นางสาว,รุ้งตะวัน,กิติวงศ์,7286924025295.00,1947-02-26,78,ประถมศึกษา,หญิง,104,14,ต.คูคต,อ.ลำลูกกา,จ.ปทุมธานี,บ้านเลขที่ 104 หมู่ 14 ต.คูคต อ.ลำลูกกา จ.ปทุมธานี,ไม่มีผู้ดูแล,934537474,มี,หอบหืด,25,ปกติ,0,ปกติ,4,ต่ำ,ปกติ,,ปกติ,,6/12,6/9,มี,ไม่มี,2025-01-20
HN000806,นาง,จิราภรณ์,ศรีบุญ,4343521364440.00,1942-04-27,83,ประถมศึกษา,ชาย,108,20,ต.บางเขน,อ.บางเขน,จ.กรุงเทพมหานคร,บ้านเลขที่ 108 หมู่ 20 ต.บางเขน อ.บางเขน จ.กรุงเทพมหานคร,ไม่มีผู้ดูแล,800953866,ไม่มี,ไม่มี,21,สงสัยผิดปกติ,14,เสี่ยงซึมเศร้า,5,ต่ำ,ปกติ,,ผิดปกติ,หูตึงรุนแรง,6/24,6/24,มี,ไม่มี,2025-10-20
HN000807,นาย,วรัญญา,ตั้งใจดี,7475127456988.00,1940-05-25,85,ไม่ได้เรียนหนังสือ,ชาย,39,6,ต.เวียง,อ.เมืองเชียงราย,จ.เชียงราย,บ้านเลขที่ 39 หมู่ 6 ต.เวียง อ.เมืองเชียงราย จ.เชียงราย,จิตรา อินทรา,967608218,มี,ความดันโลหิตสูง,19,สงสัยผิดปกติ,10,เสี่ยงซึมเศร้า,0,ไม่มีความเสี่ยง,ผิดปกติ,หูตึงเล็กน้อย,ผิดปกติ,ได้ยินไม่ชัด,6/12,6/18,ไม่มี,ไม่มี,2025-03-02
HN000808,นาง,ณัฐชา,ศรีนวล,4740347778415.00,1965-06-06,60,ไม่ได้เรียนหนังสือ,ชาย,14,10,ต.สำราญ,อ.เมืองขอนแก่น,จ.ขอนแก่น,บ้านเลขที่ 14 หมู่ 10 ต.สำราญ อ.เมืองขอนแก่น จ.ขอนแก่น,อาทิตย์ ปัญญา,961949905,มี,ไขมันในเลือดสูง,30,ปกติ,3,ปกติ,3,ต่ำ,ปกติ,,ปกติ,,6/6,6/9,มี,ส่งต่อแพทย์,2025-05-26
HN000809,นาง,สิริพร,บุญช่วย,2674039332994.00,1962-11-06,63,สูงกว่าประถมศึกษา,ชาย,87,3,ต.แม่กา,อ.เมืองพะเยา,จ.พะเยา,บ้านเลขที่ 87 หมู่ 3 ต.แม่กา อ.เมืองพะเยา จ.พะเยา,ปวีณ์นุช แสงทอง,963302901,มี,ข้อเข่าเสื่อม,28,ปกติ,6,ปกติ,3,ต่ำ,ปกติ,,ปกติ,,6/6,6/9,ไม่มี,ไม่มี,2025-03-10
HN000810,นาง,ภูผา,สุขสันต์,4437897030987.00,1958-01-27,67,ไม่ได้เรียนหนังสือ,หญิง,225,13,ต.แม่กา,อ.เมืองพะเยา,จ.พะเยา,บ้านเลขที่ 225 หมู่ 13 ต.แม่กา อ.เมืองพะเยา จ.พะเยา,สมโภชน์ เพ็งดี,892216536,มี,เบาหวาน,26,ปกติ,4,ปกติ,4,ต่ำ,ผิดปกติ,ติดเชื้อในหู,ปกติ,,6/9,6/9,ไม่มี,ส่งต่อแพทย์,2025-06-18
HN000811,นาย,กฤตภาส,สุขเกษม,5001894732622.00,1962-04-14,63,ประถมศึกษา,หญิง,275,5,ต.สำราญ,อ.เมืองขอนแก่น,จ.ขอนแก่น,บ้านเลขที่ 275 หมู่ 5 ต.สำราญ อ.เมืองขอนแก่น จ.ขอนแก่น,นงนุช เพ็งดี,650155618,มี,ความดันโลหิตสูง,28,ปกติ,1,ปกติ,3,ต่ำ,ปกติ,,ปกติ,,6/6,6/9,ไม่มี,ไม่มี,2025-04-22
HN000812,นาง,ณัฐชา,สุขเกษม,9171398105367.00,1951-10-07,74,สูงกว่าประถมศึกษา,ชาย,288,10,ต.ลาดพร้าว,อ.ลาดพร้าว,จ.กรุงเทพมหานคร,บ้านเลขที่ 288 หมู่ 10 ต.ลาดพร้าว อ.ลาดพร้าว จ.กรุงเทพมหานคร,ทศพล แสงทอง,988243006,ไม่มี,ไม่มี,29,ปกติ,6,ปกติ,4,ต่ำ,ปกติ,,ปกติ,,6/9,6/9,ไม่มี,ไม่มี,2025-07-07
HN000813,นางสาว,ชยุต,ใจดี,6093234206192.00,1948-02-19,77,ประถมศึกษา,หญิง,252,20,ต.รังสิต,อ.ธัญบุรี,จ.ปทุมธานี,บ้านเลขที่ 252 หมู่ 20 ต.รังสิต อ.ธัญบุรี จ.ปทุมธานี,สมโภชน์ ชูศรี,801401711,มี,เบาหวาน,23,สงสัยผิดปกติ,11,เสี่ยงซึมเศร้า,11,สูง,ผิดปกติ,หูตึงปานกลาง,ผิดปกติ,หูตึงเล็กน้อย,6/18,6/12,มี,ไม่มี,2025-01-03
HN000814,นาย,กิตติชัย,คำแหง,9671692276532.00,1934-08-23,91,ประถมศึกษา,ชาย,107,13,ต.ในเมือง,อ.เมืองขอนแก่น,จ.ขอนแก่น,บ้านเลขที่ 107 หมู่ 13 ต.ในเมือง อ.เมืองขอนแก่น จ.ขอนแก่น,สมโภชน์ แสงทอง,631812443,มี,ไขมันในเลือดสูง,24,ปกติ,12,เสี่ยงซึมเศร้า,5,ต่ำ,ปกติ,,ผิดปกติ,หูตึงปานกลาง,6/12,6/18,ไม่มี,ไม่มี,2025-10-27
HN000815,นางสาว,อัญชลี,อินทรสุข,1996661262454.00,1965-02-02,60,สูงกว่าประถมศึกษา,หญิง,285,10,ต.แสนสุข,อ.เมืองชลบุรี,จ.ชลบุรี,บ้านเลขที่ 285 หมู่ 10 ต.แสนสุข อ.เมืองชลบุรี จ.ชลบุรี,อาทิตย์ เพ็งดี,920841604,ไม่มี,ไม่มี,26,ปกติ,8,เสี่ยงซึมเศร้า,8,ปานกลาง,ปกติ,,ปกติ,,6/12,6/9,มี,ไม่มี,2025-06-26
HN000816,นางสาว,รุ้งตะวัน,เกียรติก้อง,1671666680523.00,1931-09-18,94,ประถมศึกษา,ชาย,252,4,ต.ลาดพร้าว,อ.ลาดพร้าว,จ.กรุงเทพมหานคร,บ้านเลขที่ 252 หมู่ 4 ต.ลาดพร้าว อ.ลาดพร้าว จ.กรุงเทพมหานคร,จิตรา ปัญญา,940108402,มี,ไขมันในเลือดสูง,23,สงสัยผิดปกติ,8,เสี่ยงซึมเศร้า,11,สูง,ผิดปกติ,หูตึงปานกลาง,ผิดปกติ,หูตึงเล็กน้อย,6/24,6/24,ไม่มี,ไม่มี,2025-11-01
HN000817,นาง,วรพล,โชติช่วง,1318505881266.00,1950-06-05,75,ประถมศึกษา,ชาย,119,15,ต.แสนสุข,อ.เมืองชลบุรี,จ.ชลบุรี,บ้านเลขที่ 119 หมู่ 15 ต.แสนสุข อ.เมืองชลบุรี จ.ชลบุรี,ไม่มีผู้ดูแล,826617403,มี,ความดันโลหิตสูง,24,ปกติ,10,เสี่ยงซึมเศร้า,3,ต่ำ,ผิดปกติ,ติดเชื้อในหู,ปกติ,,6/9,6/12,ไม่มี,ไม่มี,2025-10-28
HN000818,นางสาว,ชวัลลักษณ์,เสริมสุข,1779752730657.00,1946-06-08,79,สูงกว่าประถมศึกษา,หญิง,117,20,ต.แม่กา,อ.เมืองพะเยา,จ.พะเยา,บ้านเลขที่ 117 หมู่ 20 ต.แม่กา อ.เมืองพะเยา จ.พะเยา,สมโภชน์ คำแปง,915752923,ไม่มี,ไม่มี,23,สงสัยผิดปกติ,3,ปกติ,3,ต่ำ,ปกติ,,ผิดปกติ,หูตึงปานกลาง,6/9,6/12,ไม่มี,ไม่มี,2025-09-26
